path,extension,bytes,folder
connectors/sdmx_connector/dimension_parser.py,.py,506,connectors/sdmx_connector
connectors/arcgis_rest_connector/connector.yaml,.yaml,296,connectors/arcgis_rest_connector
connectors/arcgis_rest_connector/service_discovery.py,.py,521,connectors/arcgis_rest_connector
connectors/arcgis_rest_connector/layer_query.py,.py,515,connectors/arcgis_rest_connector
connectors/arcgis_rest_connector/geometry_parser.py,.py,519,connectors/arcgis_rest_connector
connectors/rss_atom_connector/connector.yaml,.yaml,293,connectors/rss_atom_connector
connectors/rss_atom_connector/feed_reader.py,.py,509,connectors/rss_atom_connector
connectors/rss_atom_connector/deduplicate.py,.py,509,connectors/rss_atom_connector
connectors/rss_atom_connector/event_parser.py,.py,510,connectors/rss_atom_connector
connectors/ftp_s3_bulk_connector/connector.yaml,.yaml,296,connectors/ftp_s3_bulk_connector
connectors/ftp_s3_bulk_connector/manifest_scan.py,.py,517,connectors/ftp_s3_bulk_connector
connectors/ftp_s3_bulk_connector/incremental_download.py,.py,524,connectors/ftp_s3_bulk_connector
connectors/ftp_s3_bulk_connector/checksum_verify.py,.py,519,connectors/ftp_s3_bulk_connector
connectors/document_ocr_connector/connector.yaml,.yaml,297,connectors/document_ocr_connector
connectors/document_ocr_connector/download.py,.py,514,connectors/document_ocr_connector
connectors/document_ocr_connector/pdf_text_extract.py,.py,522,connectors/document_ocr_connector
connectors/document_ocr_connector/ocr_if_scanned.py,.py,520,connectors/document_ocr_connector
connectors/document_ocr_connector/layout_parse.py,.py,518,connectors/document_ocr_connector
connectors/document_ocr_connector/citation_anchor.py,.py,521,connectors/document_ocr_connector
connectors/websocket_stream_connector/connector.yaml,.yaml,301,connectors/websocket_stream_connector
connectors/websocket_stream_connector/stream_subscribe.py,.py,530,connectors/websocket_stream_connector
connectors/websocket_stream_connector/checkpoint.py,.py,524,connectors/websocket_stream_connector
connectors/websocket_stream_connector/reconnect.py,.py,523,connectors/websocket_stream_connector
connectors/kafka_ingest_connector/connector.yaml,.yaml,297,connectors/kafka_ingest_connector
connectors/kafka_ingest_connector/schema_registry.py,.py,521,connectors/kafka_ingest_connector
connectors/kafka_ingest_connector/consumer.py,.py,514,connectors/kafka_ingest_connector
connectors/kafka_ingest_connector/dead_letter.py,.py,517,connectors/kafka_ingest_connector
parsers/weather_parser.py,.py,498,parsers
parsers/buoy_parser.py,.py,492,parsers
parsers/earthquake_parser.py,.py,504,parsers
parsers/tsunami_parser.py,.py,498,parsers
parsers/hurricane_track_parser.py,.py,514,parsers
parsers/wildfire_hotspot_parser.py,.py,516,parsers
parsers/radiation_measurement_parser.py,.py,526,parsers
parsers/air_quality_parser.py,.py,506,parsers
parsers/ais_vessel_parser.py,.py,504,parsers
parsers/adsb_aircraft_parser.py,.py,510,parsers
parsers/notam_parser.py,.py,494,parsers
parsers/gtfs_static_parser.py,.py,506,parsers
parsers/gtfs_realtime_parser.py,.py,510,parsers
parsers/satellite_tle_parser.py,.py,510,parsers
parsers/stac_item_parser.py,.py,502,parsers
parsers/company_filing_parser.py,.py,512,parsers
parsers/beneficial_ownership_parser.py,.py,524,parsers
parsers/sanctions_parser.py,.py,502,parsers
parsers/procurement_parser.py,.py,506,parsers
parsers/legislation_parser.py,.py,506,parsers
parsers/court_case_parser.py,.py,504,parsers
parsers/cve_parser.py,.py,490,parsers
parsers/bgp_event_parser.py,.py,502,parsers
parsers/certificate_transparency_parser.py,.py,532,parsers
parsers/spectrum_licence_parser.py,.py,516,parsers
parsers/energy_market_parser.py,.py,510,parsers
parsers/water_gauge_parser.py,.py,506,parsers
parsers/species_occurrence_parser.py,.py,520,parsers
parsers/emissions_facility_parser.py,.py,520,parsers
parsers/clinical_trial_parser.py,.py,512,parsers
parsers/scientific_publication_parser.py,.py,528,parsers
parsers/patent_parser.py,.py,496,parsers
quality_gates/schema_validity.py,.py,134,quality_gates
quality_gates/freshness_check.py,.py,134,quality_gates
quality_gates/source_reachability.py,.py,142,quality_gates
quality_gates/duplicate_detection.py,.py,142,quality_gates
quality_gates/geospatial_validity.py,.py,142,quality_gates
quality_gates/time_range_validity.py,.py,142,quality_gates
quality_gates/identifier_validity.py,.py,142,quality_gates
quality_gates/unit_normalisation.py,.py,140,quality_gates
quality_gates/coordinate_system_check.py,.py,150,quality_gates
quality_gates/document_ocr_confidence.py,.py,150,quality_gates
quality_gates/citation_anchor_check.py,.py,146,quality_gates
quality_gates/source_authority_score.py,.py,148,quality_gates
quality_gates/licence_terms_gate.py,.py,140,quality_gates
quality_gates/provenance_completeness.py,.py,150,quality_gates
quality_gates/anomaly_outlier_gate.py,.py,144,quality_gates
quality_gates/missingness_profile.py,.py,142,quality_gates
quality_gates/benchmark_regression_gate.py,.py,154,quality_gates
quality_gates/rules/weather_quality_rules.yaml,.yaml,216,quality_gates/rules
quality_gates/rules/maritime_quality_rules.yaml,.yaml,217,quality_gates/rules
quality_gates/rules/aviation_quality_rules.yaml,.yaml,217,quality_gates/rules
quality_gates/rules/radiation_quality_rules.yaml,.yaml,218,quality_gates/rules
quality_gates/rules/company_registry_quality_rules.yaml,.yaml,225,quality_gates/rules
quality_gates/rules/legal_document_quality_rules.yaml,.yaml,223,quality_gates/rules
quality_gates/rules/cyber_quality_rules.yaml,.yaml,214,quality_gates/rules
quality_gates/rules/health_quality_rules.yaml,.yaml,215,quality_gates/rules
ontology_objects/Person.schema.json,.json,604,ontology_objects
ontology_objects/Organisation.schema.json,.json,616,ontology_objects
ontology_objects/Asset.schema.json,.json,602,ontology_objects
ontology_objects/Place.schema.json,.json,602,ontology_objects
ontology_objects/Event.schema.json,.json,602,ontology_objects
ontology_objects/Document.schema.json,.json,608,ontology_objects
ontology_objects/Measurement.schema.json,.json,614,ontology_objects
ontology_objects/Relationship.schema.json,.json,616,ontology_objects
ontology_objects/Workflow.schema.json,.json,608,ontology_objects
ontology_objects/ModelOutput.schema.json,.json,614,ontology_objects
ontology_objects/Action.schema.json,.json,604,ontology_objects
ontology_objects/AuditRecord.schema.json,.json,614,ontology_objects
ontology_objects/specialised/WeatherObservation.schema.json,.json,628,ontology_objects/specialised
ontology_objects/specialised/BuoyObservation.schema.json,.json,622,ontology_objects/specialised
ontology_objects/specialised/RadiationMeasurement.schema.json,.json,632,ontology_objects/specialised
ontology_objects/specialised/AirQualityMeasurement.schema.json,.json,634,ontology_objects/specialised
ontology_objects/specialised/VesselMovement.schema.json,.json,620,ontology_objects/specialised
ontology_objects/specialised/AircraftMovement.schema.json,.json,624,ontology_objects/specialised
ontology_objects/specialised/EarthquakeEvent.schema.json,.json,622,ontology_objects/specialised
ontology_objects/specialised/TsunamiWarning.schema.json,.json,620,ontology_objects/specialised
ontology_objects/specialised/CycloneTrack.schema.json,.json,616,ontology_objects/specialised
ontology_objects/specialised/FireEvent.schema.json,.json,610,ontology_objects/specialised
ontology_objects/specialised/SatelliteObject.schema.json,.json,622,ontology_objects/specialised
ontology_objects/specialised/SpaceWeatherEvent.schema.json,.json,626,ontology_objects/specialised
ontology_objects/specialised/CompanyFiling.schema.json,.json,618,ontology_objects/specialised
ontology_objects/specialised/LegalInstrument.schema.json,.json,622,ontology_objects/specialised
ontology_objects/specialised/SanctionedEntity.schema.json,.json,624,ontology_objects/specialised
ontology_objects/specialised/ProcurementOpportunity.schema.json,.json,636,ontology_objects/specialised
ontology_objects/specialised/Vulnerability.schema.json,.json,618,ontology_objects/specialised
ontology_objects/specialised/EnergyMarketInterval.schema.json,.json,632,ontology_objects/specialised
ontology_objects/specialised/ClinicalTrial.schema.json,.json,618,ontology_objects/specialised
ontology_objects/specialised/ScientificPublication.schema.json,.json,634,ontology_objects/specialised
ontology_objects/specialised/PatentRecord.schema.json,.json,616,ontology_objects/specialised
graph/final_graph_ingestion.cypher,.cypher,307,graph
graph/relationship_type_index.csv,.csv,2523,graph
graph/relationship_types/LOCATED_AT.yaml,.yaml,462,graph/relationship_types
graph/relationship_types/OBSERVED_AT.yaml,.yaml,463,graph/relationship_types
graph/relationship_types/MEASURED_BY.yaml,.yaml,463,graph/relationship_types
graph/relationship_types/DERIVED_FROM.yaml,.yaml,464,graph/relationship_types
graph/relationship_types/AFFECTS.yaml,.yaml,459,graph/relationship_types
graph/relationship_types/TRIGGERS.yaml,.yaml,460,graph/relationship_types
graph/relationship_types/GOVERNED_BY.yaml,.yaml,463,graph/relationship_types
graph/relationship_types/OWNED_BY.yaml,.yaml,460,graph/relationship_types
graph/relationship_types/CONTROLS.yaml,.yaml,460,graph/relationship_types
graph/relationship_types/SUPPLIES.yaml,.yaml,460,graph/relationship_types
graph/relationship_types/EMPLOYS.yaml,.yaml,459,graph/relationship_types
graph/relationship_types/SANCTIONED_BY.yaml,.yaml,465,graph/relationship_types
graph/relationship_types/LICENSED_BY.yaml,.yaml,463,graph/relationship_types
graph/relationship_types/REGULATED_BY.yaml,.yaml,464,graph/relationship_types
graph/relationship_types/CONNECTED_TO.yaml,.yaml,464,graph/relationship_types
graph/relationship_types/DEPENDS_ON.yaml,.yaml,462,graph/relationship_types
graph/relationship_types/IMPACTS.yaml,.yaml,459,graph/relationship_types
graph/relationship_types/CONSTRAINS.yaml,.yaml,462,graph/relationship_types
graph/relationship_types/EVIDENCED_BY.yaml,.yaml,464,graph/relationship_types
graph/relationship_types/CITED_BY.yaml,.yaml,460,graph/relationship_types
graph/relationship_types/USED_BY_MODEL.yaml,.yaml,465,graph/relationship_types
graph/relationship_types/CREATES_WORKFLOW.yaml,.yaml,468,graph/relationship_types
graph/relationship_types/PRODUCES_ACTION.yaml,.yaml,467,graph/relationship_types
graph/relationship_types/AUDITED_BY.yaml,.yaml,462,graph/relationship_types
cause_effect_engine/cause_effect_rules.yaml,.yaml,794,cause_effect_engine
cause_effect_engine/risk_diffusion_model.py,.py,145,cause_effect_engine
cause_effect_engine/dependency_propagation.py,.py,149,cause_effect_engine
cause_effect_engine/event_to_workflow_mapper.py,.py,153,cause_effect_engine
cause_effect_engine/impact_scoring.py,.py,133,cause_effect_engine
cause_effect_engine/feedback_loop_updater.py,.py,147,cause_effect_engine
cause_effect_engine/scenario_brancher.py,.py,139,cause_effect_engine
cause_effect_engine/propagation_graph.yaml,.yaml,64,cause_effect_engine
vectors/embedding_profiles.yaml,.yaml,95,vectors
vectors/namespace_registry.yaml,.yaml,215,vectors
vectors/chunking_rules.yaml,.yaml,135,vectors
vectors/retrieval_policies.yaml,.yaml,99,vectors
vectors/hybrid_search_config.yaml,.yaml,100,vectors
vectors/graph_rag_config.yaml,.yaml,99,vectors
vectors/reranking_config.yaml,.yaml,72,vectors
vectors/vector_quality_tests.yaml,.yaml,92,vectors
vectors/context_pack_builder.yaml,.yaml,107,vectors
vectors/aip_context_schema.json,.json,441,vectors
vectors/final_vector_collections.json,.json,287,vectors
vectors/v6_vector_namespace_registry.csv,.csv,3185,vectors
vectors/v6_vector_database_schema.json,.json,1610,vectors
memory_runtime/memory_node_schema.json,.json,927,memory_runtime
memory_runtime/memory_node_store.sql,.sql,336,memory_runtime
memory_runtime/memory_node_writer.py,.py,143,memory_runtime
memory_runtime/memory_node_reader.py,.py,143,memory_runtime
memory_runtime/memory_feedback_updater.py,.py,153,memory_runtime
memory_runtime/confidence_decay.py,.py,139,memory_runtime
memory_runtime/trust_score_calculator.py,.py,151,memory_runtime
memory_runtime/memory_compaction.py,.py,141,memory_runtime
memory_runtime/memory_deduplication.py,.py,147,memory_runtime
memory_runtime/cross_domain_reinforcement.py,.py,159,memory_runtime
aip/agent_registry.yaml,.yaml,527,aip
aip/tool_registry.yaml,.yaml,255,aip
aip/context_builder.py,.py,126,aip
aip/tool_policy_gate.py,.py,128,aip
aip/action_proposal_engine.py,.py,140,aip
aip/citation_validator.py,.py,132,aip
aip/groundedness_checker.py,.py,136,aip
aip/hallucination_guard.py,.py,134,aip
aip/redaction_filter.py,.py,128,aip
aip/model_router.yaml,.yaml,73,aip
aip/eval_harness.yaml,.yaml,88,aip
aip/prompt_registry.yaml,.yaml,84,aip
apollo_runtime/desired_state/connectors.desired.yaml,.yaml,80,apollo_runtime/desired_state
apollo_runtime/desired_state/parsers.desired.yaml,.yaml,77,apollo_runtime/desired_state
apollo_runtime/desired_state/models.desired.yaml,.yaml,76,apollo_runtime/desired_state
apollo_runtime/desired_state/policies.desired.yaml,.yaml,78,apollo_runtime/desired_state
apollo_runtime/desired_state/mission_apps.desired.yaml,.yaml,82,apollo_runtime/desired_state
apollo_runtime/rollout_policies/canary_connectors.yaml,.yaml,98,apollo_runtime/rollout_policies
apollo_runtime/rollout_policies/parser_upgrade_policy.yaml,.yaml,102,apollo_runtime/rollout_policies
apollo_runtime/rollout_policies/model_rollout_policy.yaml,.yaml,101,apollo_runtime/rollout_policies
apollo_runtime/rollout_policies/emergency_patch_policy.yaml,.yaml,103,apollo_runtime/rollout_policies
apollo_runtime/fleet_agents/node_heartbeat.schema.json,.json,209,apollo_runtime/fleet_agents
apollo_runtime/fleet_agents/local_state_report.schema.json,.json,213,apollo_runtime/fleet_agents
apollo_runtime/fleet_agents/reconciliation_plan.schema.json,.json,214,apollo_runtime/fleet_agents
apollo_runtime/fleet_agents/reconciliation_result.schema.json,.json,216,apollo_runtime/fleet_agents
apollo_runtime/health_gates/connector_health_gate.yaml,.yaml,64,apollo_runtime/health_gates
apollo_runtime/health_gates/parser_error_rate_gate.yaml,.yaml,65,apollo_runtime/health_gates
apollo_runtime/health_gates/data_quality_gate.yaml,.yaml,60,apollo_runtime/health_gates
apollo_runtime/health_gates/model_regression_gate.yaml,.yaml,64,apollo_runtime/health_gates
apollo_runtime/health_gates/latency_gate.yaml,.yaml,55,apollo_runtime/health_gates
apollo_runtime/health_gates/audit_completeness_gate.yaml,.yaml,66,apollo_runtime/health_gates
foundry_pipelines/raw_zone_manifest.yaml,.yaml,87,foundry_pipelines
foundry_pipelines/bronze_zone_manifest.yaml,.yaml,90,foundry_pipelines
foundry_pipelines/silver_zone_manifest.yaml,.yaml,90,foundry_pipelines
foundry_pipelines/gold_zone_manifest.yaml,.yaml,88,foundry_pipelines
foundry_pipelines/ontology_ready_manifest.yaml,.yaml,93,foundry_pipelines
foundry_pipelines/pipeline_templates/api_to_raw.yaml,.yaml,81,foundry_pipelines/pipeline_templates
foundry_pipelines/pipeline_templates/file_to_raw.yaml,.yaml,82,foundry_pipelines/pipeline_templates
foundry_pipelines/pipeline_templates/stream_to_raw.yaml,.yaml,84,foundry_pipelines/pipeline_templates
foundry_pipelines/pipeline_templates/document_to_evidence.yaml,.yaml,91,foundry_pipelines/pipeline_templates
foundry_pipelines/pipeline_templates/raw_to_bronze.yaml,.yaml,84,foundry_pipelines/pipeline_templates
foundry_pipelines/pipeline_templates/bronze_to_silver.yaml,.yaml,87,foundry_pipelines/pipeline_templates
foundry_pipelines/pipeline_templates/silver_to_ontology.yaml,.yaml,89,foundry_pipelines/pipeline_templates
foundry_pipelines/pipeline_templates/ontology_to_graph.yaml,.yaml,88,foundry_pipelines/pipeline_templates
foundry_pipelines/pipeline_templates/ontology_to_vector.yaml,.yaml,89,foundry_pipelines/pipeline_templates
foundry_pipelines/pipeline_templates/ontology_to_workflow.yaml,.yaml,91,foundry_pipelines/pipeline_templates
foundry_pipelines/release_controls/data_pipeline_release_gate.yaml,.yaml,86,foundry_pipelines/release_controls
foundry_pipelines/release_controls/ontology_mapping_release_gate.yaml,.yaml,89,foundry_pipelines/release_controls
foundry_pipelines/release_controls/source_terms_release_gate.yaml,.yaml,85,foundry_pipelines/release_controls
foundry_pipelines/release_controls/quality_regression_gate.yaml,.yaml,83,foundry_pipelines/release_controls
gotham_mission_apps/common_operating_picture.yaml,.yaml,704,gotham_mission_apps
gotham_mission_apps/investigation_workspace.yaml,.yaml,703,gotham_mission_apps
gotham_mission_apps/entity_profile_workspace.yaml,.yaml,704,gotham_mission_apps
gotham_mission_apps/geospatial_workspace.yaml,.yaml,700,gotham_mission_apps
gotham_mission_apps/timeline_reconstruction_workspace.yaml,.yaml,713,gotham_mission_apps
gotham_mission_apps/evidence_chain_workspace.yaml,.yaml,704,gotham_mission_apps
gotham_mission_apps/sensor_tasking_workspace.yaml,.yaml,704,gotham_mission_apps
gotham_mission_apps/alert_triage_workspace.yaml,.yaml,702,gotham_mission_apps
gotham_mission_apps/case_management_workspace.yaml,.yaml,705,gotham_mission_apps
gotham_mission_apps/action_approval_workspace.yaml,.yaml,705,gotham_mission_apps
gotham_mission_apps/decision_replay_workspace.yaml,.yaml,705,gotham_mission_apps
governance/ISO_27001_control_mapping.md,.md,255,governance
governance/ISO_42001_AI_management_mapping.md,.md,261,governance
governance/ISO_8000_data_quality_mapping.md,.md,259,governance
governance/NIST_AI_RMF_mapping.md,.md,249,governance
governance/NIST_CSF_mapping.md,.md,246,governance
governance/data_retention_policy.md,.md,251,governance
governance/data_classification_policy.md,.md,256,governance
governance/source_terms_policy.md,.md,249,governance
governance/OCR_policy.md,.md,240,governance
governance/public_web_acquisition_policy.md,.md,259,governance
governance/sensitive_data_policy.md,.md,251,governance
governance/model_risk_policy.md,.md,247,governance
governance/human_approval_policy.md,.md,251,governance
governance/audit_retention_policy.md,.md,252,governance
governance/evidence_handling_policy.md,.md,254,governance
governance/change_management_policy.md,.md,254,governance
test_harness/contract_tests/openapi_contract_tests.py,.py,88,test_harness/contract_tests
test_harness/contract_tests/asyncapi_contract_tests.py,.py,89,test_harness/contract_tests
test_harness/contract_tests/json_schema_tests.py,.py,83,test_harness/contract_tests
test_harness/source_tests/source_reachability_tests.py,.py,91,test_harness/source_tests
test_harness/source_tests/source_terms_presence_tests.py,.py,93,test_harness/source_tests
test_harness/source_tests/parser_smoke_tests.py,.py,84,test_harness/source_tests
test_harness/data_quality_tests/freshness_tests.py,.py,81,test_harness/data_quality_tests
test_harness/data_quality_tests/completeness_tests.py,.py,84,test_harness/data_quality_tests
test_harness/data_quality_tests/duplicate_tests.py,.py,81,test_harness/data_quality_tests
test_harness/data_quality_tests/geospatial_tests.py,.py,82,test_harness/data_quality_tests
test_harness/data_quality_tests/time_series_tests.py,.py,83,test_harness/data_quality_tests
test_harness/graph_tests/relationship_integrity_tests.py,.py,94,test_harness/graph_tests
test_harness/graph_tests/orphan_node_tests.py,.py,83,test_harness/graph_tests
test_harness/graph_tests/cycle_detection_tests.py,.py,87,test_harness/graph_tests
test_harness/graph_tests/edge_weight_tests.py,.py,83,test_harness/graph_tests
test_harness/vector_tests/embedding_presence_tests.py,.py,90,test_harness/vector_tests
test_harness/vector_tests/namespace_isolation_tests.py,.py,91,test_harness/vector_tests
test_harness/vector_tests/retrieval_groundedness_tests.py,.py,94,test_harness/vector_tests
test_harness/vector_tests/citation_accuracy_tests.py,.py,89,test_harness/vector_tests
test_harness/security_tests/object_permission_tests.py,.py,89,test_harness/security_tests
test_harness/security_tests/property_permission_tests.py,.py,91,test_harness/security_tests
test_harness/security_tests/action_permission_tests.py,.py,89,test_harness/security_tests
test_harness/security_tests/export_control_tests.py,.py,86,test_harness/security_tests
test_harness/security_tests/prompt_injection_tests.py,.py,88,test_harness/security_tests
test_harness/workflow_tests/trigger_tests.py,.py,79,test_harness/workflow_tests
test_harness/workflow_tests/approval_tests.py,.py,80,test_harness/workflow_tests
test_harness/workflow_tests/rollback_tests.py,.py,80,test_harness/workflow_tests
test_harness/workflow_tests/audit_write_tests.py,.py,83,test_harness/workflow_tests
evals/retrieval_eval.yaml,.yaml,156,evals
evals/graph_retrieval_eval.yaml,.yaml,162,evals
evals/citation_eval.yaml,.yaml,155,evals
evals/source_quality_eval.yaml,.yaml,161,evals
evals/data_quality_eval.yaml,.yaml,159,evals
evals/parser_accuracy_eval.yaml,.yaml,162,evals
evals/OCR_accuracy_eval.yaml,.yaml,159,evals
evals/entity_resolution_eval.yaml,.yaml,164,evals
evals/model_output_eval.yaml,.yaml,159,evals
evals/action_safety_eval.yaml,.yaml,160,evals
evals/policy_compliance_eval.yaml,.yaml,164,evals
evals/audit_completeness_eval.yaml,.yaml,165,evals
evals/latency_cost_eval.yaml,.yaml,159,evals
source_legal_review/source_terms_register.csv,.csv,126688,source_legal_review
source_legal_review/permitted_use_matrix.csv,.csv,126688,source_legal_review
source_legal_review/robots_review_register.csv,.csv,126688,source_legal_review
source_legal_review/licence_register.csv,.csv,126688,source_legal_review
source_legal_review/restricted_sources_register.csv,.csv,1097,source_legal_review
source_legal_review/source_risk_rating.yaml,.yaml,876,source_legal_review
source_legal_review/approval_workflow.yaml,.yaml,774,source_legal_review
actions/action_type_registry.yaml,.yaml,158,actions
actions/action_input_schemas/notify.schema.json,.json,277,actions/action_input_schemas
actions/action_input_schemas/escalate.schema.json,.json,279,actions/action_input_schemas
actions/action_input_schemas/create_case.schema.json,.json,282,actions/action_input_schemas
actions/action_input_schemas/assign_task.schema.json,.json,282,actions/action_input_schemas
actions/action_input_schemas/generate_briefing.schema.json,.json,288,actions/action_input_schemas
actions/action_input_schemas/request_approval.schema.json,.json,287,actions/action_input_schemas
actions/action_input_schemas/deploy_connector.schema.json,.json,287,actions/action_input_schemas
actions/action_input_schemas/disable_source.schema.json,.json,285,actions/action_input_schemas
actions/action_input_schemas/rerun_pipeline.schema.json,.json,285,actions/action_input_schemas
actions/action_input_schemas/quarantine_data.schema.json,.json,286,actions/action_input_schemas
actions/action_policies/notify.policy.yaml,.yaml,89,actions/action_policies
actions/action_policies/escalate.policy.yaml,.yaml,91,actions/action_policies
actions/action_policies/create_case.policy.yaml,.yaml,94,actions/action_policies
actions/action_policies/assign_task.policy.yaml,.yaml,94,actions/action_policies
actions/action_policies/generate_briefing.policy.yaml,.yaml,100,actions/action_policies
actions/action_policies/request_approval.policy.yaml,.yaml,99,actions/action_policies
actions/action_policies/deploy_connector.policy.yaml,.yaml,92,actions/action_policies
actions/action_policies/disable_source.policy.yaml,.yaml,90,actions/action_policies
actions/action_policies/rerun_pipeline.policy.yaml,.yaml,97,actions/action_policies
actions/action_policies/quarantine_data.policy.yaml,.yaml,91,actions/action_policies
actions/compensating_actions/rollback_deployment.yaml,.yaml,97,actions/compensating_actions
actions/compensating_actions/revoke_notification.yaml,.yaml,97,actions/compensating_actions
actions/compensating_actions/close_false_positive_case.yaml,.yaml,103,actions/compensating_actions
actions/compensating_actions/quarantine_bad_ingestion.yaml,.yaml,102,actions/compensating_actions
audit_replay/audit_event_schema.json,.json,803,audit_replay
audit_replay/audit_hash_chain.sql,.sql,179,audit_replay
audit_replay/audit_writer.py,.py,129,audit_replay
audit_replay/audit_reader.py,.py,129,audit_replay
audit_replay/decision_replay_engine.py,.py,149,audit_replay
audit_replay/lineage_replay_engine.py,.py,147,audit_replay
audit_replay/model_trace_replay.py,.py,141,audit_replay
audit_replay/workflow_replay.py,.py,135,audit_replay
audit_replay/action_replay.py,.py,131,audit_replay
audit_replay/evidence_exporter.py,.py,139,audit_replay
deployment/production_topology.yaml,.yaml,579,deployment
docs/00_FINAL_MASTER_README.md,.md,1148,docs
docs/01_UI_BACKEND_MAPPING.md,.md,850,docs
docs/02_PRODUCTION_NEXT_STEPS.md,.md,614,docs
docs/03_FINAL_COMPLETION_NOTES.md,.md,728,docs
ui/JARVIS_ENTERPRISE_UI_SPEC.md,.md,2174,ui
ui/visualiser_contract.schema.json,.json,921,ui
ui/visualiser_queries.md,.md,548,ui
ui/ux_dead_end_audit.csv,.csv,1188,ui
ui/jarvis_command_center/package.json,.json,613,ui/jarvis_command_center
ui/jarvis_command_center/index.html,.html,72,ui/jarvis_command_center
ui/jarvis_command_center/README.md,.md,503,ui/jarvis_command_center
ui/jarvis_command_center/src/App.tsx,.tsx,4040,ui/jarvis_command_center/src
ui/jarvis_command_center/src/data/planes.ts,.ts,738,ui/jarvis_command_center/src/data
ui/jarvis_command_center/src/styles/theme.css,.css,1946,ui/jarvis_command_center/src/styles
ui/jarvis_enterprise_operator_full/package.json,.json,697,ui/jarvis_enterprise_operator_full
ui/jarvis_enterprise_operator_full/index.html,.html,73,ui/jarvis_enterprise_operator_full
ui/jarvis_enterprise_operator_full/tsconfig.json,.json,254,ui/jarvis_enterprise_operator_full
ui/jarvis_enterprise_operator_full/README.md,.md,902,ui/jarvis_enterprise_operator_full
ui/jarvis_enterprise_operator_full/PRODUCTION_UI_README.md,.md,1336,ui/jarvis_enterprise_operator_full
ui/jarvis_enterprise_operator_full/src/main.tsx,.tsx,2089,ui/jarvis_enterprise_operator_full/src
ui/jarvis_enterprise_operator_full/src/components/PlaneSelector.tsx,.tsx,487,ui/jarvis_enterprise_operator_full/src/components
ui/jarvis_enterprise_operator_full/src/components/LayerInspector.tsx,.tsx,913,ui/jarvis_enterprise_operator_full/src/components
ui/jarvis_enterprise_operator_full/src/components/GraphCanvas.tsx,.tsx,1779,ui/jarvis_enterprise_operator_full/src/components
ui/jarvis_enterprise_operator_full/src/components/JarvisOperator.tsx,.tsx,2271,ui/jarvis_enterprise_operator_full/src/components
ui/jarvis_enterprise_operator_full/src/components/MetricsPanel.tsx,.tsx,253,ui/jarvis_enterprise_operator_full/src/components
ui/jarvis_enterprise_operator_full/src/components/tables/DataGridPro.tsx,.tsx,1836,ui/jarvis_enterprise_operator_full/src/components/tables
ui/jarvis_enterprise_operator_full/src/components/feedback/StateBoundary.tsx,.tsx,690,ui/jarvis_enterprise_operator_full/src/components/feedback
ui/jarvis_enterprise_operator_full/src/engine/graphPolicy.ts,.ts,1704,ui/jarvis_enterprise_operator_full/src/engine
ui/jarvis_enterprise_operator_full/src/engine/layoutEngine.ts,.ts,1466,ui/jarvis_enterprise_operator_full/src/engine
