category,name,type,file_path,identifier,description
API Endpoint,analyst_chat,endpoint,server/routes/functions.py,analyst_chat,functions.py route handler
API Endpoint,underworld_health,endpoint,server/routes/gateway.py,underworld_health,gateway.py route handler
API Endpoint,underworld_catalog,endpoint,server/routes/gateway.py,underworld_catalog,gateway.py route handler
API Endpoint,proxy_get,endpoint,server/routes/gateway.py,proxy_get,gateway.py route handler
API Endpoint,proxy_post,endpoint,server/routes/gateway.py,proxy_post,gateway.py route handler
API Endpoint,objects_endpoint,endpoint,server/routes/geo.py,objects_endpoint,geo.py route handler
API Endpoint,radius_endpoint,endpoint,server/routes/geo.py,radius_endpoint,geo.py route handler
API Endpoint,bbox_endpoint,endpoint,server/routes/geo.py,bbox_endpoint,geo.py route handler
API Endpoint,layers_endpoint,endpoint,server/routes/geo.py,layers_endpoint,geo.py route handler
API Endpoint,layer_features_endpoint,endpoint,server/routes/geo.py,layer_features_endpoint,geo.py route handler
API Endpoint,geofences_endpoint,endpoint,server/routes/geo.py,geofences_endpoint,geo.py route handler
API Endpoint,add_geofence_endpoint,endpoint,server/routes/geo.py,add_geofence_endpoint,geo.py route handler
API Endpoint,contains_endpoint,endpoint,server/routes/geo.py,contains_endpoint,geo.py route handler
API Endpoint,tracks_endpoint,endpoint,server/routes/geo.py,tracks_endpoint,geo.py route handler
API Endpoint,get_purposes,endpoint,server/routes/governance.py,get_purposes,governance.py route handler
API Endpoint,post_purpose,endpoint,server/routes/governance.py,post_purpose,governance.py route handler
API Endpoint,get_check,endpoint,server/routes/governance.py,get_check,governance.py route handler
API Endpoint,post_use,endpoint,server/routes/governance.py,post_use,governance.py route handler
API Endpoint,get_retention,endpoint,server/routes/governance.py,get_retention,governance.py route handler
API Endpoint,post_retention,endpoint,server/routes/governance.py,post_retention,governance.py route handler
API Endpoint,get_due,endpoint,server/routes/governance.py,get_due,governance.py route handler
API Endpoint,get_requests,endpoint,server/routes/governance.py,get_requests,governance.py route handler
API Endpoint,post_subject_request,endpoint,server/routes/governance.py,post_subject_request,governance.py route handler
API Endpoint,post_execute_erase,endpoint,server/routes/governance.py,post_execute_erase,governance.py route handler
API Endpoint,get_subgraph,endpoint,server/routes/graph.py,get_subgraph,graph.py route handler
API Endpoint,get_expand,endpoint,server/routes/graph.py,get_expand,graph.py route handler
API Endpoint,get_path,endpoint,server/routes/graph.py,get_path,graph.py route handler
API Endpoint,get_paths,endpoint,server/routes/graph.py,get_paths,graph.py route handler
API Endpoint,get_centrality,endpoint,server/routes/graph.py,get_centrality,graph.py route handler
API Endpoint,get_communities,endpoint,server/routes/graph.py,get_communities,graph.py route handler
API Endpoint,post_expand,endpoint,server/routes/graph.py,post_expand,graph.py route handler
API Endpoint,post_annotate,endpoint,server/routes/graph.py,post_annotate,graph.py route handler
API Endpoint,get_annotations,endpoint,server/routes/graph.py,get_annotations,graph.py route handler
API Endpoint,graph_stream,endpoint,server/routes/graph_stream.py,graph_stream,graph_stream.py route handler
API Endpoint,get_graph_at,endpoint,server/routes/graph_time.py,get_graph_at,graph_time.py route handler
API Endpoint,post_playback,endpoint,server/routes/graph_time.py,post_playback,graph_time.py route handler
API Endpoint,get_series_list,endpoint,server/routes/history.py,get_series_list,history.py route handler
API Endpoint,get_series_observations,endpoint,server/routes/history.py,get_series_observations,history.py route handler
API Endpoint,get_skill,endpoint,server/routes/history.py,get_skill,history.py route handler
API Endpoint,trigger_ingest,endpoint,server/routes/history.py,trigger_ingest,history.py route handler
API Endpoint,get_investigation,endpoint,server/routes/investigations.py,get_investigation,investigations.py route handler
API Endpoint,add_annotation,endpoint,server/routes/investigations.py,add_annotation,investigations.py route handler
API Endpoint,share_investigation,endpoint,server/routes/investigations.py,share_investigation,investigations.py route handler
API Endpoint,list_shares,endpoint,server/routes/investigations.py,list_shares,investigations.py route handler
API Endpoint,delete_investigation,endpoint,server/routes/investigations.py,delete_investigation,investigations.py route handler
API Endpoint,agent_chat,endpoint,server/routes/jarvis_agent.py,agent_chat,jarvis_agent.py route handler
API Endpoint,agent_tools,endpoint,server/routes/jarvis_agent.py,agent_tools,jarvis_agent.py route handler
API Endpoint,object_analytics,endpoint,server/routes/jarvis_analytics.py,object_analytics,jarvis_analytics.py route handler
API Endpoint,page_analytics,endpoint,server/routes/jarvis_analytics.py,page_analytics,jarvis_analytics.py route handler
API Endpoint,top_objects,endpoint,server/routes/jarvis_analytics.py,top_objects,jarvis_analytics.py route handler
API Endpoint,forecast_metric,endpoint,server/routes/jarvis_analytics.py,forecast_metric,jarvis_analytics.py route handler
API Endpoint,anomalies,endpoint,server/routes/jarvis_analytics.py,anomalies,jarvis_analytics.py route handler
API Endpoint,status,endpoint,server/routes/jarvis_assets.py,status,jarvis_assets.py route handler
API Endpoint,library,endpoint,server/routes/jarvis_assets.py,library,jarvis_assets.py route handler
API Endpoint,wire,endpoint,server/routes/jarvis_assets.py,wire,jarvis_assets.py route handler
API Endpoint,gaps,endpoint,server/routes/jarvis_assets.py,gaps,jarvis_assets.py route handler
API Endpoint,generate,endpoint,server/routes/jarvis_assets.py,generate,jarvis_assets.py route handler
API Endpoint,get_health,endpoint,server/routes/jarvis_db.py,get_health,jarvis_db.py route handler
API Endpoint,get_stats,endpoint,server/routes/jarvis_db.py,get_stats,jarvis_db.py route handler
API Endpoint,ingest_batch,endpoint,server/routes/jarvis_documents.py,ingest_batch,jarvis_documents.py route handler
API Endpoint,ingest_url,endpoint,server/routes/jarvis_documents.py,ingest_url,jarvis_documents.py route handler
API Endpoint,post_find,endpoint,server/routes/jarvis_er.py,post_find,jarvis_er.py route handler
API Endpoint,get_queue,endpoint,server/routes/jarvis_er.py,get_queue,jarvis_er.py route handler
API Endpoint,post_resolve,endpoint,server/routes/jarvis_er.py,post_resolve,jarvis_er.py route handler
API Endpoint,post_unmerge,endpoint,server/routes/jarvis_er.py,post_unmerge,jarvis_er.py route handler
API Endpoint,get_golden,endpoint,server/routes/jarvis_er.py,get_golden,jarvis_er.py route handler
API Endpoint,get_stats,endpoint,server/routes/jarvis_er.py,get_stats,jarvis_er.py route handler
API Endpoint,get_schema,endpoint,server/routes/jarvis_ontology.py,get_schema,jarvis_ontology.py route handler
API Endpoint,post_seed,endpoint,server/routes/jarvis_ontology.py,post_seed,jarvis_ontology.py route handler
API Endpoint,post_object_type,endpoint,server/routes/jarvis_ontology.py,post_object_type,jarvis_ontology.py route handler
API Endpoint,post_link_type,endpoint,server/routes/jarvis_ontology.py,post_link_type,jarvis_ontology.py route handler
API Endpoint,post_action_type,endpoint,server/routes/jarvis_ontology.py,post_action_type,jarvis_ontology.py route handler
API Endpoint,post_object,endpoint,server/routes/jarvis_ontology.py,post_object,jarvis_ontology.py route handler
API Endpoint,get_objects,endpoint,server/routes/jarvis_ontology.py,get_objects,jarvis_ontology.py route handler
API Endpoint,get_object,endpoint,server/routes/jarvis_ontology.py,get_object,jarvis_ontology.py route handler
API Endpoint,get_neighbors,endpoint,server/routes/jarvis_ontology.py,get_neighbors,jarvis_ontology.py route handler
API Endpoint,get_history,endpoint,server/routes/jarvis_ontology.py,get_history,jarvis_ontology.py route handler
API Endpoint,post_link,endpoint,server/routes/jarvis_ontology.py,post_link,jarvis_ontology.py route handler
API Endpoint,post_apply,endpoint,server/routes/jarvis_ontology.py,post_apply,jarvis_ontology.py route handler
API Endpoint,get_architecture,endpoint,server/routes/jarvis_os.py,get_architecture,jarvis_os.py route handler
API Endpoint,get_audit,endpoint,server/routes/jarvis_os.py,get_audit,jarvis_os.py route handler
API Endpoint,get_audit_verify,endpoint,server/routes/jarvis_os.py,get_audit_verify,jarvis_os.py route handler
API Endpoint,get_metrics,endpoint,server/routes/jarvis_os.py,get_metrics,jarvis_os.py route handler
API Endpoint,get_traces,endpoint,server/routes/jarvis_os.py,get_traces,jarvis_os.py route handler
API Endpoint,get_actions,endpoint,server/routes/jarvis_os.py,get_actions,jarvis_os.py route handler
API Endpoint,post_execute,endpoint,server/routes/jarvis_os.py,post_execute,jarvis_os.py route handler
API Endpoint,get_approvals,endpoint,server/routes/jarvis_os.py,get_approvals,jarvis_os.py route handler
API Endpoint,post_decide,endpoint,server/routes/jarvis_os.py,post_decide,jarvis_os.py route handler
API Endpoint,get_lineage,endpoint,server/routes/jarvis_os.py,get_lineage,jarvis_os.py route handler
API Endpoint,get_greeting,endpoint,server/routes/jarvis_os.py,get_greeting,jarvis_os.py route handler
API Endpoint,post_memory,endpoint,server/routes/jarvis_os.py,post_memory,jarvis_os.py route handler
API Endpoint,get_memory,endpoint,server/routes/jarvis_os.py,get_memory,jarvis_os.py route handler
API Endpoint,get_persona,endpoint,server/routes/jarvis_os.py,get_persona,jarvis_os.py route handler
API Endpoint,post_persona,endpoint,server/routes/jarvis_os.py,post_persona,jarvis_os.py route handler
API Endpoint,get_notifications,endpoint,server/routes/jarvis_os.py,get_notifications,jarvis_os.py route handler
API Endpoint,post_notifications_ack,endpoint,server/routes/jarvis_os.py,post_notifications_ack,jarvis_os.py route handler
API Endpoint,page_data_summary,endpoint,server/routes/jarvis_page_data.py,page_data_summary,jarvis_page_data.py route handler
API Endpoint,page_data,endpoint,server/routes/jarvis_page_data.py,page_data,jarvis_page_data.py route handler
API Endpoint,fetch_live_data,endpoint,server/routes/jarvis_page_data.py,fetch_live_data,jarvis_page_data.py route handler
API Endpoint,ingest_topics,endpoint,server/routes/jarvis_page_data.py,ingest_topics,jarvis_page_data.py route handler
API Endpoint,link_topics,endpoint,server/routes/jarvis_page_data.py,link_topics,jarvis_page_data.py route handler
API Endpoint,temporal_record,endpoint,server/routes/jarvis_platform.py,temporal_record,jarvis_platform.py route handler
API Endpoint,temporal_as_of,endpoint,server/routes/jarvis_platform.py,temporal_as_of,jarvis_platform.py route handler
API Endpoint,temporal_history,endpoint,server/routes/jarvis_platform.py,temporal_history,jarvis_platform.py route handler
API Endpoint,temporal_snapshot,endpoint,server/routes/jarvis_platform.py,temporal_snapshot,jarvis_platform.py route handler
API Endpoint,ai_models,endpoint,server/routes/jarvis_platform.py,ai_models,jarvis_platform.py route handler
API Endpoint,ai_route,endpoint,server/routes/jarvis_platform.py,ai_route,jarvis_platform.py route handler
API Endpoint,ai_retrieve,endpoint,server/routes/jarvis_platform.py,ai_retrieve,jarvis_platform.py route handler
API Endpoint,ai_ask,endpoint,server/routes/jarvis_platform.py,ai_ask,jarvis_platform.py route handler
API Endpoint,sim_whatif,endpoint,server/routes/jarvis_platform.py,sim_whatif,jarvis_platform.py route handler
API Endpoint,sim_risk,endpoint,server/routes/jarvis_platform.py,sim_risk,jarvis_platform.py route handler
API Endpoint,sim_mc,endpoint,server/routes/jarvis_platform.py,sim_mc,jarvis_platform.py route handler
API Endpoint,sim_recommend,endpoint,server/routes/jarvis_platform.py,sim_recommend,jarvis_platform.py route handler
API Endpoint,apollo_artifact,endpoint,server/routes/jarvis_platform.py,apollo_artifact,jarvis_platform.py route handler
API Endpoint,apollo_env,endpoint,server/routes/jarvis_platform.py,apollo_env,jarvis_platform.py route handler
API Endpoint,apollo_release,endpoint,server/routes/jarvis_platform.py,apollo_release,jarvis_platform.py route handler
API Endpoint,apollo_rollback,endpoint,server/routes/jarvis_platform.py,apollo_rollback,jarvis_platform.py route handler
API Endpoint,apollo_fleet,endpoint,server/routes/jarvis_platform.py,apollo_fleet,jarvis_platform.py route handler
API Endpoint,apollo_releases,endpoint,server/routes/jarvis_platform.py,apollo_releases,jarvis_platform.py route handler
API Endpoint,get_summary,endpoint,server/routes/jarvis_policy.py,get_summary,jarvis_policy.py route handler
API Endpoint,post_subject,endpoint,server/routes/jarvis_policy.py,post_subject,jarvis_policy.py route handler
API Endpoint,get_subject,endpoint,server/routes/jarvis_policy.py,get_subject,jarvis_policy.py route handler
API Endpoint,post_classify,endpoint,server/routes/jarvis_policy.py,post_classify,jarvis_policy.py route handler
API Endpoint,post_decide,endpoint,server/routes/jarvis_policy.py,post_decide,jarvis_policy.py route handler
API Endpoint,get_view,endpoint,server/routes/jarvis_policy.py,get_view,jarvis_policy.py route handler
API Endpoint,status,endpoint,server/routes/jarvis_research.py,status,jarvis_research.py route handler
API Endpoint,connection,endpoint,server/routes/jarvis_research.py,connection,jarvis_research.py route handler
API Endpoint,connect,endpoint,server/routes/jarvis_research.py,connect,jarvis_research.py route handler
API Endpoint,autopilot_status,endpoint,server/routes/jarvis_research.py,autopilot_status,jarvis_research.py route handler
API Endpoint,autopilot_start,endpoint,server/routes/jarvis_research.py,autopilot_start,jarvis_research.py route handler
API Endpoint,autopilot_stop,endpoint,server/routes/jarvis_research.py,autopilot_stop,jarvis_research.py route handler
API Endpoint,engines,endpoint,server/routes/jarvis_scrape.py,engines,jarvis_scrape.py route handler
API Endpoint,discover,endpoint,server/routes/jarvis_scrape.py,discover,jarvis_scrape.py route handler
API Endpoint,recon,endpoint,server/routes/jarvis_scrape.py,recon,jarvis_scrape.py route handler
API Endpoint,find_documents,endpoint,server/routes/jarvis_scrape.py,find_documents,jarvis_scrape.py route handler
API Endpoint,get_document,endpoint,server/routes/jarvis_scrape.py,get_document,jarvis_scrape.py route handler
API Endpoint,search_documents,endpoint,server/routes/jarvis_scrape.py,search_documents,jarvis_scrape.py route handler
API Endpoint,snapshot,endpoint,server/routes/jarvis_scrape.py,snapshot,jarvis_scrape.py route handler
API Endpoint,scrape_status,endpoint,server/routes/jarvis_scrape.py,scrape_status,jarvis_scrape.py route handler
API Endpoint,events_emit,endpoint,server/routes/jarvis_state.py,events_emit,jarvis_state.py route handler
API Endpoint,events_poll,endpoint,server/routes/jarvis_state.py,events_poll,jarvis_state.py route handler
API Endpoint,events_replay,endpoint,server/routes/jarvis_state.py,events_replay,jarvis_state.py route handler
API Endpoint,events_project,endpoint,server/routes/jarvis_state.py,events_project,jarvis_state.py route handler
API Endpoint,events_stats,endpoint,server/routes/jarvis_state.py,events_stats,jarvis_state.py route handler
API Endpoint,sandbox_create,endpoint,server/routes/jarvis_state.py,sandbox_create,jarvis_state.py route handler
API Endpoint,sandbox_list,endpoint,server/routes/jarvis_state.py,sandbox_list,jarvis_state.py route handler
API Endpoint,sandbox_get,endpoint,server/routes/jarvis_state.py,sandbox_get,jarvis_state.py route handler
API Endpoint,sandbox_set,endpoint,server/routes/jarvis_state.py,sandbox_set,jarvis_state.py route handler
API Endpoint,sandbox_apply,endpoint,server/routes/jarvis_state.py,sandbox_apply,jarvis_state.py route handler
API Endpoint,sandbox_diff,endpoint,server/routes/jarvis_state.py,sandbox_diff,jarvis_state.py route handler
API Endpoint,sandbox_promote,endpoint,server/routes/jarvis_state.py,sandbox_promote,jarvis_state.py route handler
API Endpoint,sandbox_discard,endpoint,server/routes/jarvis_state.py,sandbox_discard,jarvis_state.py route handler
API Endpoint,status,endpoint,server/routes/jarvis_system.py,status,jarvis_system.py route handler
API Endpoint,capacity,endpoint,server/routes/jarvis_system.py,capacity,jarvis_system.py route handler
API Endpoint,expansion,endpoint,server/routes/jarvis_system.py,expansion,jarvis_system.py route handler
API Endpoint,startup,endpoint,server/routes/jarvis_system.py,startup,jarvis_system.py route handler
API Endpoint,autobuild,endpoint,server/routes/jarvis_system.py,autobuild,jarvis_system.py route handler
API Endpoint,autobuild_status,endpoint,server/routes/jarvis_system.py,autobuild_status,jarvis_system.py route handler
API Endpoint,gitsync,endpoint,server/routes/jarvis_system.py,gitsync,jarvis_system.py route handler
API Endpoint,gitsync_status,endpoint,server/routes/jarvis_system.py,gitsync_status,jarvis_system.py route handler
API Endpoint,gate,endpoint,server/routes/jarvis_system.py,gate,jarvis_system.py route handler
API Endpoint,dispatch,endpoint,server/routes/jarvis_system.py,dispatch,jarvis_system.py route handler
API Endpoint,get_summary,endpoint,server/routes/jarvis_taxonomy.py,get_summary,jarvis_taxonomy.py route handler
API Endpoint,post_load,endpoint,server/routes/jarvis_taxonomy.py,post_load,jarvis_taxonomy.py route handler
API Endpoint,get_cells,endpoint,server/routes/jarvis_taxonomy.py,get_cells,jarvis_taxonomy.py route handler
API Endpoint,get_families,endpoint,server/routes/jarvis_taxonomy.py,get_families,jarvis_taxonomy.py route handler
API Endpoint,get_frontier,endpoint,server/routes/jarvis_taxonomy.py,get_frontier,jarvis_taxonomy.py route handler
API Endpoint,spec,endpoint,server/routes/jarvis_ui.py,spec,jarvis_ui.py route handler
API Endpoint,features,endpoint,server/routes/jarvis_ui.py,features,jarvis_ui.py route handler
API Endpoint,summary,endpoint,server/routes/jarvis_world.py,summary,jarvis_world.py route handler
API Endpoint,load,endpoint,server/routes/jarvis_world.py,load,jarvis_world.py route handler
API Endpoint,subjects,endpoint,server/routes/jarvis_world.py,subjects,jarvis_world.py route handler
API Endpoint,endpoints,endpoint,server/routes/jarvis_world.py,endpoints,jarvis_world.py route handler
API Endpoint,targets,endpoint,server/routes/jarvis_world.py,targets,jarvis_world.py route handler
API Endpoint,labs_catalog,endpoint,server/routes/labs.py,labs_catalog,labs.py route handler
API Endpoint,labs_run,endpoint,server/routes/labs.py,labs_run,labs.py route handler
API Endpoint,get_types,endpoint,server/routes/ontology.py,get_types,ontology.py route handler
API Endpoint,get_objects,endpoint,server/routes/ontology.py,get_objects,ontology.py route handler
API Endpoint,get_one_object,endpoint,server/routes/ontology.py,get_one_object,ontology.py route handler
API Endpoint,post_object,endpoint,server/routes/ontology.py,post_object,ontology.py route handler
API Endpoint,get_neighbors,endpoint,server/routes/ontology.py,get_neighbors,ontology.py route handler
API Endpoint,get_actions,endpoint,server/routes/ontology.py,get_actions,ontology.py route handler
API Endpoint,post_action,endpoint,server/routes/ontology.py,post_action,ontology.py route handler
API Endpoint,post_link,endpoint,server/routes/ontology.py,post_link,ontology.py route handler
API Endpoint,register_function,endpoint,server/routes/ontology_ext.py,register_function,ontology_ext.py route handler
API Endpoint,get_computed,endpoint,server/routes/ontology_ext.py,get_computed,ontology_ext.py route handler
API Endpoint,get_view,endpoint,server/routes/ontology_ext.py,get_view,ontology_ext.py route handler
API Endpoint,set_view,endpoint,server/routes/ontology_ext.py,set_view,ontology_ext.py route handler
API Endpoint,get_sets,endpoint,server/routes/ontology_ext.py,get_sets,ontology_ext.py route handler
API Endpoint,post_set,endpoint,server/routes/ontology_ext.py,post_set,ontology_ext.py route handler
API Endpoint,resolve_set,endpoint,server/routes/ontology_ext.py,resolve_set,ontology_ext.py route handler
API Endpoint,delete_set,endpoint,server/routes/ontology_ext.py,delete_set,ontology_ext.py route handler
