url,file,category,role,era,biome,scale,footprint_w,footprint_d,height_m,lod0_m,lod1_m,lod2_m,cull_m,instancing,collision,walkable,interactable,light_emit,light_color,shadow_cast,density_weight,skinned,animated,nodes,materials,sound_ambient,sound_interact,vfx_idle,vfx_active,material_tier,placement_zone,snap_grid,rotation_rule
/models/kenney/castle-kit/flag-wide.glb,flag-wide.glb,prop,accent,medieval,mountain,1.0,1.05,0.88,1.2,42,126,315,945,1,1,0,1,0,,1,0.7,0,0,1,1,amb_world,,,,standard,district,0,free
/models/kenney/castle-kit/wall-corner-half-tower.glb,wall-corner-half-tower.glb,wall,primary,classical,wetland,1.02,5.82,0.85,4.0,232,698,1746,5238,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,rampart,1,tangent
/models/kenney/castle-kit/tower-square-top-roof-rounded.glb,tower-square-top-roof-rounded.glb,tower,primary,future,wetland,1.224,7.76,8.0,18.0,320,960,2400,7200,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr_hero,civic,0,free
/models/kenney/castle-kit/wall-narrow-wood.glb,wall-narrow-wood.glb,wall,accent,classical,desert,1.04,5.94,0.85,4.0,237,712,1782,5346,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,rampart,1,tangent
/models/kenney/castle-kit/ground-hills.glb,ground-hills.glb,floor,accent,stone,forest,1.04,3.56,3.48,0.2,142,427,1068,3204,0,0,1,0,0,,0,0.0,0,0,1,1,amb_world,,,,standard,district,1,free
/models/kenney/castle-kit/wall-to-narrow.glb,wall-to-narrow.glb,wall,filler,modern,tundra,1.05,5.4,0.94,4.0,216,648,1620,4860,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,rampart,1,tangent
/models/kenney/castle-kit/tower-square-arch.glb,tower-square-arch.glb,tower,accent,medieval,coast,1.104,7.76,8.8,18.0,352,1056,2640,7920,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,standard,civic,0,free
/models/kenney/castle-kit/tower-square-top-roof-high.glb,tower-square-top-roof-high.glb,tower,accent,medieval,coast,1.296,7.44,8.48,18.0,339,1017,2544,7632,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/castle-kit/tower-hexagon-top-wood.glb,tower-hexagon-top-wood.glb,tower,filler,bronze,coast,1.116,8.64,8.08,18.0,345,1036,2592,7776,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr_hero,civic,0,free
/models/kenney/castle-kit/tower-square-mid.glb,tower-square-mid.glb,tower,secondary,stone,mountain,1.092,8.48,8.4,18.0,339,1017,2544,7632,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,standard,civic,0,free
/models/kenney/castle-kit/tower-hexagon-top.glb,tower-hexagon-top.glb,tower,secondary,future,plains,1.14,8.8,8.96,18.0,358,1075,2688,8064,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/castle-kit/flag.glb,flag.glb,prop,secondary,modern,coast,1.03,0.88,0.94,1.2,40,120,300,900,1,1,0,1,0,,1,0.7,0,0,1,1,amb_world,,,,pbr,district,0,free
/models/kenney/castle-kit/wall-narrow-stairs-rail.glb,wall-narrow-stairs-rail.glb,wall,secondary,stone,coast,0.95,6.0,0.99,4.0,240,720,1800,5400,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,rampart,1,tangent
/models/kenney/castle-kit/tower-hexagon-mid.glb,tower-hexagon-mid.glb,tower,secondary,future,plains,1.284,7.36,7.52,18.0,300,902,2256,6768,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/castle-kit/flag-pennant.glb,flag-pennant.glb,prop,secondary,future,wetland,0.95,1.1,1.12,1.2,44,134,336,1008,1,1,0,1,0,,1,0.7,0,0,1,1,amb_world,,,,pbr_hero,district,0,free
/models/kenney/castle-kit/tower-top.glb,tower-top.glb,tower,primary,iron,wetland,1.08,8.4,7.76,18.0,336,1008,2520,7560,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/castle-kit/tower-square-top-roof-high-windows.glb,tower-square-top-roof-high-windows.glb,tower,filler,modern,forest,1.116,7.84,8.16,18.0,326,979,2448,7344,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/castle-kit/gate.glb,gate.glb,gate,secondary,stone,coast,0.95,5.4,1.78,5.0,216,648,1620,4860,0,1,1,1,0,,1,0.0,0,0,1,1,amb_world,,,,pbr_hero,district,1,tangent
/models/kenney/castle-kit/rocks-small.glb,rocks-small.glb,rock,primary,bronze,wetland,0.9,1.9,1.82,2.0,76,228,570,1710,1,1,0,0,0,,1,0.8,0,0,1,1,amb_world,,,,pbr,wilderness,0,free
/models/kenney/castle-kit/siege-catapult-demolished.glb,siege-catapult-demolished.glb,vehicle,filler,medieval,tundra,0.97,4.08,2.28,2.5,163,489,1224,3672,1,1,0,1,1,#ffd9a0,1,0.4,0,0,1,1,amb_cart,sfx_wheel,,,pbr_hero,road,0,free
/models/kenney/castle-kit/siege-trebuchet-demolished.glb,siege-trebuchet-demolished.glb,vehicle,primary,stone,desert,0.94,3.56,1.78,2.5,142,427,1068,3204,1,1,0,1,1,#ffd9a0,1,0.4,0,0,1,1,amb_cart,sfx_wheel,,,standard,road,0,free
/models/kenney/castle-kit/wall-doorway.glb,wall-doorway.glb,wall,filler,medieval,wetland,1.09,6.84,0.96,4.0,273,820,2052,6156,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,standard,rampart,1,tangent
/models/kenney/castle-kit/flag-banner-short.glb,flag-banner-short.glb,prop,accent,industrial,coast,1.04,0.99,1.08,1.2,43,129,324,972,1,1,0,1,0,,1,0.7,0,0,1,1,amb_world,,,,pbr_hero,district,0,free
/models/kenney/castle-kit/door.glb,door.glb,gate,secondary,future,forest,0.91,5.76,1.96,5.0,230,691,1728,5184,0,1,1,1,0,,1,0.0,0,0,1,1,amb_world,,,,pbr_hero,district,1,tangent
/models/kenney/castle-kit/tree-trunk.glb,tree-trunk.glb,tree,primary,bronze,coast,0.94,2.97,2.85,8.0,118,356,891,2673,1,1,0,0,0,,1,1.0,0,0,1,1,amb_leaves,,vfx_leaf_drift,,pbr_hero,wilderness,0,free
/models/kenney/castle-kit/tower-slant-roof.glb,tower-slant-roof.glb,tower,accent,iron,tundra,1.296,7.44,9.04,18.0,361,1084,2711,8135,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr_hero,civic,0,free
/models/kenney/castle-kit/rocks-large.glb,rocks-large.glb,rock,accent,stone,plains,1.0,1.9,1.86,2.0,76,228,570,1710,1,1,0,0,0,,1,0.8,0,0,1,1,amb_world,,,,pbr,wilderness,0,free
/models/kenney/castle-kit/ground.glb,ground.glb,floor,accent,iron,coast,1.0,4.2,3.8,0.2,168,504,1260,3780,0,0,1,0,0,,0,0.0,0,0,1,1,amb_world,,,,pbr_hero,district,1,free
/models/kenney/castle-kit/tower-square-mid-color.glb,tower-square-mid-color.glb,tower,filler,classical,wetland,1.164,8.16,6.96,18.0,326,979,2448,7344,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr_hero,civic,0,free
/models/kenney/castle-kit/wall-corner-half.glb,wall-corner-half.glb,wall,primary,future,forest,0.98,6.78,0.86,4.0,271,813,2034,6102,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr_hero,rampart,1,tangent
/models/kenney/castle-kit/wall-narrow-corner.glb,wall-narrow-corner.glb,wall,secondary,modern,forest,0.95,6.0,1.06,4.0,240,720,1800,5400,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,standard,rampart,1,tangent
/models/kenney/castle-kit/siege-ram-demolished.glb,siege-ram-demolished.glb,vehicle,filler,industrial,desert,1.05,4.4,1.76,2.5,176,528,1320,3960,1,1,0,1,1,#ffd9a0,1,0.4,0,0,1,1,amb_cart,sfx_wheel,,,pbr_hero,road,0,free
/models/kenney/castle-kit/bridge-straight.glb,bridge-straight.glb,bridge,secondary,medieval,volcanic,1.03,9.8,4.48,2.0,392,1176,2940,8820,0,1,1,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,district,0,free
/models/kenney/castle-kit/tower-square-base.glb,tower-square-base.glb,tower,secondary,iron,plains,1.092,7.68,6.96,18.0,307,921,2304,6912,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/castle-kit/bridge-draw.glb,bridge-draw.glb,bridge,accent,modern,plains,1.0,8.5,3.6,2.0,340,1020,2550,7650,0,1,1,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr_hero,district,0,free
/models/kenney/castle-kit/siege-ballista.glb,siege-ballista.glb,vehicle,filler,stone,mountain,1.09,3.76,1.82,2.5,150,451,1128,3384,1,1,0,1,1,#ffd9a0,1,0.4,0,0,4,1,amb_cart,sfx_wheel,,,pbr_hero,road,0,free
/models/kenney/castle-kit/flag-banner-long.glb,flag-banner-long.glb,prop,filler,bronze,forest,1.09,1.04,0.97,1.2,41,124,312,936,1,1,0,1,0,,1,0.7,0,0,1,1,amb_world,,,,pbr_hero,district,0,free
/models/kenney/castle-kit/siege-trebuchet.glb,siege-trebuchet.glb,vehicle,filler,bronze,desert,0.97,4.08,1.9,2.5,163,489,1224,3672,1,1,0,1,1,#ffd9a0,1,0.4,0,0,10,1,amb_cart,sfx_wheel,,,standard,road,0,free
/models/kenney/castle-kit/tower-hexagon-base.glb,tower-hexagon-base.glb,tower,secondary,classical,desert,1.236,7.04,8.4,18.0,336,1008,2520,7560,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr_hero,civic,0,free
/models/kenney/castle-kit/wall-half-modular.glb,wall-half-modular.glb,wall,accent,future,mountain,1.0,5.7,0.96,4.0,228,684,1710,5130,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,rampart,1,tangent
/models/kenney/castle-kit/tower-square-mid-open.glb,tower-square-mid-open.glb,tower,primary,stone,wetland,1.272,8.88,8.88,18.0,355,1065,2664,7992,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr_hero,civic,0,free
/models/kenney/castle-kit/siege-catapult.glb,siege-catapult.glb,vehicle,accent,classical,wetland,1.0,4.2,1.82,2.5,168,504,1260,3780,1,1,0,1,1,#ffd9a0,1,0.4,0,0,6,1,amb_cart,sfx_wheel,,,pbr,road,0,free
/models/kenney/castle-kit/wall-corner-slant.glb,wall-corner-slant.glb,wall,secondary,industrial,volcanic,1.03,6.48,0.88,4.0,259,777,1944,5832,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,rampart,1,tangent
/models/kenney/castle-kit/wall-stud.glb,wall-stud.glb,wall,primary,stone,tundra,0.94,6.54,1.09,4.0,261,784,1962,5886,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,standard,rampart,1,tangent
/models/kenney/castle-kit/tower-square-mid-open-simple.glb,tower-square-mid-open-simple.glb,tower,primary,medieval,mountain,1.224,8.56,7.36,18.0,342,1027,2568,7704,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr_hero,civic,0,free
/models/kenney/castle-kit/siege-tower-demolished.glb,siege-tower-demolished.glb,vehicle,primary,stone,forest,1.02,4.28,2.14,2.5,171,513,1284,3852,1,1,0,1,1,#ffd9a0,1,0.4,0,0,1,1,amb_cart,sfx_wheel,,,pbr,road,0,free
/models/kenney/castle-kit/wall-narrow-stairs.glb,wall-narrow-stairs.glb,wall,secondary,classical,desert,0.91,5.76,1.13,4.0,230,691,1728,5184,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,standard,rampart,1,tangent
/models/kenney/castle-kit/tower-hexagon-roof.glb,tower-hexagon-roof.glb,tower,filler,future,mountain,1.308,7.52,7.52,18.0,300,902,2256,6768,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,standard,civic,0,free
/models/kenney/castle-kit/metal-gate.glb,metal-gate.glb,gate,secondary,industrial,forest,0.99,6.84,1.88,5.0,273,820,2052,6156,0,1,1,1,0,,1,0.0,0,0,1,1,amb_world,,,,standard,district,1,tangent
/models/kenney/castle-kit/tower-square-base-color.glb,tower-square-base-color.glb,tower,filler,future,tundra,1.116,7.04,7.04,18.0,281,844,2112,6336,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/castle-kit/tower-hexagon-roof-secondary.glb,tower-hexagon-roof-secondary.glb,tower,secondary,stone,forest,1.14,8.8,8.72,18.0,352,1056,2640,7920,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr_hero,civic,0,free
/models/kenney/castle-kit/tree-log.glb,tree-log.glb,tree,filler,future,coast,1.09,2.82,2.82,8.0,112,338,846,2538,1,1,0,0,0,,1,1.0,0,0,1,1,amb_leaves,,vfx_leaf_drift,,pbr,wilderness,0,free
/models/kenney/castle-kit/tower-square.glb,tower-square.glb,tower,accent,medieval,coast,1.2,8.4,7.04,18.0,336,1008,2520,7560,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/castle-kit/tower-square-mid-door.glb,tower-square-mid-door.glb,gate,filler,modern,volcanic,0.97,5.52,1.92,5.0,220,662,1655,4968,0,1,1,1,0,,1,0.0,0,0,1,1,amb_world,,,,pbr_hero,district,1,tangent
/models/kenney/castle-kit/tree-small.glb,tree-small.glb,tree,primary,modern,mountain,1.02,3.21,3.42,8.0,136,410,1026,3078,1,1,0,0,0,,1,1.0,0,0,1,1,amb_leaves,,vfx_leaf_drift,,pbr,wilderness,0,free
/models/kenney/castle-kit/wall-pillar.glb,wall-pillar.glb,wall,secondary,classical,plains,0.99,5.64,1.11,4.0,225,676,1692,5076,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,rampart,1,tangent
/models/kenney/castle-kit/wall-narrow-wood-fence.glb,wall-narrow-wood-fence.glb,wall,filler,modern,tundra,1.05,6.0,1.04,4.0,240,720,1800,5400,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,standard,rampart,1,tangent
/models/kenney/castle-kit/siege-ballista-demolished.glb,siege-ballista-demolished.glb,vehicle,primary,iron,wetland,0.94,4.36,2.02,2.5,174,523,1308,3924,1,1,0,1,1,#ffd9a0,1,0.4,0,0,1,1,amb_cart,sfx_wheel,,,standard,road,0,free
/models/kenney/castle-kit/stairs-stone.glb,stairs-stone.glb,stairs,secondary,stone,coast,0.99,3.42,3.39,2.0,136,410,1026,3078,0,1,1,0,0,,1,0.2,0,0,1,1,amb_world,,,,pbr_hero,district,0,free
/models/kenney/castle-kit/wall-half.glb,wall-half.glb,wall,filler,future,forest,1.09,5.64,0.94,4.0,225,676,1692,5076,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,standard,rampart,1,tangent
/models/kenney/castle-kit/siege-ram.glb,siege-ram.glb,vehicle,primary,modern,mountain,1.02,4.28,2.28,2.5,171,513,1284,3852,1,1,0,1,1,#ffd9a0,1,0.4,0,0,8,1,amb_cart,sfx_wheel,,,pbr,road,0,free
/models/kenney/castle-kit/wall.glb,wall.glb,wall,primary,stone,volcanic,0.9,5.7,0.95,4.0,228,684,1710,5130,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr_hero,rampart,1,tangent
/models/kenney/castle-kit/wall-corner.glb,wall-corner.glb,wall,primary,industrial,tundra,1.02,5.22,0.98,4.0,208,626,1566,4698,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,standard,rampart,1,tangent
/models/kenney/castle-kit/wall-narrow-gate.glb,wall-narrow-gate.glb,wall,accent,future,wetland,1.0,5.1,0.86,4.0,204,612,1530,4590,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,rampart,1,tangent
/models/kenney/castle-kit/tree-large.glb,tree-large.glb,tree,primary,iron,tundra,0.94,2.67,3.33,8.0,133,399,999,2997,1,1,0,0,0,,1,1.0,0,0,1,1,amb_leaves,,vfx_leaf_drift,,pbr,wilderness,0,free
/models/kenney/castle-kit/tower-square-top.glb,tower-square-top.glb,tower,primary,industrial,volcanic,1.272,7.28,8.16,18.0,326,979,2448,7344,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr_hero,civic,0,free
/models/kenney/castle-kit/tower-square-top-roof.glb,tower-square-top-roof.glb,tower,secondary,future,plains,1.284,8.16,8.32,18.0,332,998,2496,7488,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,standard,civic,0,free
/models/kenney/castle-kit/tower-base.glb,tower-base.glb,tower,primary,medieval,coast,1.128,8.72,7.52,18.0,348,1046,2616,7848,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/castle-kit/tower-square-base-border.glb,tower-square-base-border.glb,tower,filler,modern,mountain,1.116,7.84,8.16,18.0,326,979,2448,7344,0,1,1,1,1,#ffd9a0,1,0.3,0,0,1,1,amb_wind_high,sfx_door_heavy,,vfx_beacon,pbr,civic,0,free
/models/kenney/city-kit-suburban/planter.glb,planter.glb,plant,primary,classical,mountain,1.06,0.91,1.09,1.0,43,130,327,981,1,0,1,0,0,,1,1.0,0,0,1,1,amb_world,,,,pbr_hero,farmland,0,free
/models/kenney/city-kit-suburban/driveway-short.glb,driveway-short.glb,residential,filler,iron,coast,1.01,6.02,7.35,6.0,294,882,2205,6615,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr,district,0,free
/models/kenney/city-kit-suburban/building-type-n.glb,building-type-n.glb,residential,accent,bronze,forest,1.08,6.51,6.09,6.0,260,781,1953,5859,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,standard,district,0,free
/models/kenney/city-kit-suburban/path-long.glb,path-long.glb,floor,primary,modern,forest,0.9,3.4,3.68,0.2,147,441,1104,3312,0,0,1,0,0,,0,0.0,0,0,1,1,amb_world,,,,pbr_hero,district,1,free
/models/kenney/city-kit-suburban/building-type-u.glb,building-type-u.glb,residential,filler,stone,plains,1.09,7.28,7.07,6.0,291,873,2184,6552,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr_hero,district,0,free
/models/kenney/city-kit-suburban/building-type-m.glb,building-type-m.glb,residential,secondary,industrial,tundra,0.91,6.02,6.72,6.0,268,806,2016,6048,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr_hero,district,0,free
/models/kenney/city-kit-suburban/building-type-d.glb,building-type-d.glb,residential,filler,modern,volcanic,0.97,6.44,6.72,6.0,268,806,2016,6048,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr_hero,district,0,free
/models/kenney/city-kit-suburban/building-type-l.glb,building-type-l.glb,residential,accent,classical,wetland,1.04,6.23,7.35,6.0,294,882,2205,6615,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr_hero,district,0,free
/models/kenney/city-kit-suburban/path-stones-messy.glb,path-stones-messy.glb,floor,primary,modern,volcanic,1.06,4.44,3.52,0.2,177,532,1332,3996,0,0,1,0,0,,0,0.0,0,0,1,1,amb_world,,,,pbr,district,1,free
/models/kenney/city-kit-suburban/building-type-b.glb,building-type-b.glb,residential,filler,classical,tundra,0.97,7.14,6.09,6.0,285,856,2142,6426,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr,district,0,free
/models/kenney/city-kit-suburban/building-type-o.glb,building-type-o.glb,residential,filler,modern,forest,0.97,6.44,6.72,6.0,268,806,2016,6048,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr,district,0,free
/models/kenney/city-kit-suburban/building-type-g.glb,building-type-g.glb,residential,primary,iron,mountain,1.06,7.07,6.51,6.0,282,848,2121,6363,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,standard,district,0,free
/models/kenney/city-kit-suburban/building-type-s.glb,building-type-s.glb,residential,primary,bronze,mountain,0.98,7.21,6.93,6.0,288,865,2163,6489,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,standard,district,0,free
/models/kenney/city-kit-suburban/building-type-j.glb,building-type-j.glb,residential,primary,iron,mountain,0.94,6.23,7.77,6.0,310,932,2331,6993,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,standard,district,0,free
/models/kenney/city-kit-suburban/building-type-c.glb,building-type-c.glb,residential,filler,bronze,volcanic,0.97,7.14,6.65,6.0,285,856,2142,6426,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr_hero,district,0,free
/models/kenney/city-kit-suburban/building-type-i.glb,building-type-i.glb,residential,filler,classical,coast,1.05,7.7,6.65,6.0,308,924,2310,6930,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr_hero,district,0,free
/models/kenney/city-kit-suburban/building-type-r.glb,building-type-r.glb,residential,primary,iron,desert,1.02,6.09,7.63,6.0,305,915,2289,6867,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr,district,0,free
/models/kenney/city-kit-suburban/fence-1x4.glb,fence-1x4.glb,wall,accent,classical,forest,1.0,5.7,1.11,4.0,228,684,1710,5130,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,standard,rampart,1,tangent
/models/kenney/city-kit-suburban/fence-2x2.glb,fence-2x2.glb,wall,secondary,stone,desert,1.03,5.28,0.87,4.0,211,633,1584,4752,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr_hero,rampart,1,tangent
/models/kenney/city-kit-suburban/building-type-k.glb,building-type-k.glb,residential,primary,future,desert,0.94,6.23,6.44,6.0,257,772,1932,5796,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,pbr,district,0,free
/models/kenney/city-kit-suburban/driveway-long.glb,driveway-long.glb,residential,primary,bronze,tundra,0.98,7.91,7.63,6.0,316,949,2373,7119,1,1,1,1,1,#ffd9a0,1,1.0,0,0,1,1,amb_village,sfx_door_wood,vfx_chimney_smoke,,standard,district,0,free
/models/kenney/city-kit-suburban/fence-low.glb,fence-low.glb,wall,accent,classical,wetland,1.0,6.3,0.91,4.0,252,756,1890,5670,0,1,0,0,0,,1,0.0,0,0,1,1,amb_world,,,,pbr,rampart,1,tangent
/models/kenney/city-kit-suburban/path-short.glb,path-short.glb,floor,accent,stone,desert,1.0,3.4,4.52,0.2,180,542,1355,4067,0,0,1,0,0,,0,0.0,0,0,1,1,amb_world,,,,standard,district,1,free
