source_id,source_name,official_url,licence,terms_url,robots_url,allowed_methods,disallowed_methods,commercial_use_allowed,redistribution_allowed,OCR_allowed,scraping_allowed,API_allowed,rate_limits,approval_status,reviewer,review_date,expiry_date
SRC001,NOAA NDBC,https://www.ndbc.noaa.gov/,review_required,review_required,review_required_if_web,HTTP text/CSV-like files,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC080,RIPEstat API,https://stat.ripe.net/docs/data_api,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC081,crt.sh,https://crt.sh/,review_required,review_required,review_required_if_web,Web/SQL-like endpoints,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC082,Have I Been Pwned API,https://haveibeenpwned.com/API/v3,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC083,CISA Alerts,https://www.cisa.gov/news-events/cybersecurity-advisories,review_required,review_required,review_required_if_web,RSS/web/API-like,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC084,UN M49,https://unstats.un.org/unsd/methodology/m49/,review_required,review_required,review_required_if_web,Downloads/pages,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC085,UNSD ISIC,https://unstats.un.org/unsd/classifications/Econ/isic,review_required,review_required,review_required_if_web,Downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC086,UNSD CPC,https://unstats.un.org/unsd/classifications/Econ/cpc,review_required,review_required,review_required_if_web,Downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC087,ISO 19115 reference,https://www.iso.org/standard/53798.html,review_required,review_required,review_required_if_web,Documentation,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC088,SKOS Primer,https://www.w3.org/TR/skos-primer/,review_required,review_required,review_required_if_web,W3C spec,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC089,RDF 1.1 Concepts,https://www.w3.org/TR/rdf11-concepts/,review_required,review_required,review_required_if_web,W3C spec,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC090,DCAT,https://www.w3.org/TR/vocab-dcat-3/,review_required,review_required,review_required_if_web,W3C spec,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC091,Schema.org,https://schema.org/,review_required,review_required,review_required_if_web,Web/spec,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC092,OpenAPI Specification,https://spec.openapis.org/oas/latest.html,review_required,review_required,review_required_if_web,Spec,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC093,AsyncAPI Specification,https://www.asyncapi.com/docs/reference/specification/latest,review_required,review_required,review_required_if_web,Spec,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC094,NOAA Weather API,https://www.weather.gov/documentation/services-web-api,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC095,Met Norway API,https://api.met.no/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC096,UK Met Office DataHub,https://datahub.metoffice.gov.uk/,review_required,review_required,review_required_if_web,REST/files,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC097,Bureau of Meteorology Australia,https://api.weather.bom.gov.au/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC098,EM-DAT,https://www.emdat.be/,review_required,review_required,review_required_if_web,Portal/download/API depending,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
